FKZ;Ressort;Referat;PT;Arb.-Einh.;Zuwendungsempfaenger;Gemeindekennziffer;Stadt/Gemeinde;Ort;Land;Staat;AusfuehrendeStelle;Gemeindekennziffer_1;Stadt/Gemeinde_2;Ort_3;Land_4;Staat_5;Thema;Leistungsplansystematik;KlartextLeistungsplansystematik;LaufzeitVon;LaufzeitBis;FoerdersummeInEUR;Foerderprofil;Verbundprojekt
02PF1903/2;BMBF;521;PTKA;PFT (KA);Universitaet Paderborn;5774032;Paderborn, Stadt;Paderborn;Nordrhein-Westfalen;;Universitaet Paderborn - Fakultaet fuer Maschinenbau - Laboratorium fuer Werkstoff und Fuegetechnik;5774032;Paderborn, Stadt;Paderborn;Nordrhein-Westfalen;;Grundlagen fuer das Vollformgiessen;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1101997;30092000;533553;Technologie- und Innovationsfoerderung;
02PV1229/0;BMBF;521;PTKA;PFT (KA);Verein Deutscher Giessereifachleute e.V. (VDG);5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Verein Deutscher Giessereifachleute e.V. (VDG);5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Verbundprojekt: Innovative Giesserei - Arbeitsschwerpunkt: Koordination und Umsetzung;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1101997;31082000;57316;Technologie- und Innovationsfoerderung;Innovative Giesserei
02PV6207/0;BMBF;521;PTKA;PFT (KA);Duerr Assembly Products GmbH;6411000;Darmstadt, Wissenschaftsstadt;Darmstadt;Hessen;;Duerr Assembly Products GmbH - Bereich BKP/D;10041515;Puettlingen, Stadt;Puettlingen;Saarland;;Verbundprojekt: Netzwerk-Integration zur Staerkung von Innovations- und Produktionspotentialen bei neuer internationaler Arbeitsteilung (NetS) - Schwerpunkt: Interaktive Vernetzung separierter Produktionsstaetten;M09060;uebergreifende Themenfelder zum Rahmenkonzept Produktion 2000;1061997;30042000;310201;Technologie- und Innovationsfoerderung;Netzwerk-Integration
02PV1230/7;BMBF;521;PTKA;PFT (KA);Otto-von-Guericke-Universitaet Magdeburg;15003000;Magdeburg, Landeshauptstadt;Magdeburg;Sachsen-Anhalt;;Otto-von-Guericke-Universitaet Magdeburg - Fakultaet fuer Maschinenbau - Institut fuer Fertigungstechnik und Qualitaetssicherung;15003000;Magdeburg, Landeshauptstadt;Magdeburg;Sachsen-Anhalt;;Verbundprojekt: Innovative Giesserei - Teilprojekt: Wertschoepfungskette in den indirekten Bereichen - Arbeitsschwerpunkt: Entwicklung von Assistenzsystemen zur rationelleren Angebotserstellung;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1021998;31122000;232682;Technologie- und Innovationsfoerderung;Innovative Giesserei
01M3035A/6;BMBF;512;PT-DLR;ES;Verysys Electronic Design Automation GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;Verysys Electronic Design Automation GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;Verbundprojekt: Anwendungsbezogener Systementwurf (ABS);GC1020;Rechnergestuetzter Chipentwurf (EDA);1101997;30092000;187802;Technologie- und Innovationsfoerderung;Anwendungsbezogener Systementwurf (ABS)
01C5835 /8;BMBF;511;PT-DLR;NM;semgine GmbH;6534014;Marburg, Universitaetsstadt;Marburg;Hessen;;semgine GmbH;6534014;Marburg, Universitaetsstadt;Marburg;Hessen;;INTERBRAIN-multimediale Visualisierung des menschlichen Gehirns;GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1091997;31121998;185399;Technologie- und Innovationsfoerderung;
01C5834 /7;BMBF;511;PT-DLR;NM;OFFIS e.V.;3403000;Oldenburg (Oldenburg), Stadt;Oldenburg;Niedersachsen;;OFFIS e.V.;3403000;Oldenburg (Oldenburg), Stadt;Oldenburg;Niedersachsen;;Entwicklung eines gentechnischen Praktikums als Basis fuer eine multimediale Version;GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1091997;31082000;211930;Technologie- und Innovationsfoerderung;
01C5836 /9;BMBF;511;PT-DLR;NM;Heinrich-Heine-Universitaet Duesseldorf;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Heinrich-Heine-Universitaet Duesseldorf - Mathematisch-Naturwissenschaftliche Fakultaet - Biologie - Mikrobiologie;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Entwicklung eines gentechnischen Praktikums als Basis fuer eine mulitmediale Version;GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1091997;31082000;104559;Technologie- und Innovationsfoerderung;
01C5837 /0;BMBF;511;PT-DLR;NM;Universitaet Leipzig;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Universitaet Leipzig - Fakultaet fuer Mathematik und Informatik - Institut fuer Informatik;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Entwicklung eines interaktiven multimedialen Lernsystems Physikalisches Praktikum (Multimedia-Projekt Physikalisches Praktikum);GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1091997;30061999;81295;Technologie- und Innovationsfoerderung;
01C5838 /0;BMBF;511;PT-DLR;NM;Urban & Fischer Verlag GmbH & Co. KG;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Urban & Fischer Verlag GmbH & Co. KG;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Sabotta Plus ein multimediales Anatomieprogramm;GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1091997;30062000;527691;Technologie- und Innovationsfoerderung;
01RV9704/1;BMBF;727;PT-DLR;UF;Freudenberg Sealing Technologies GmbH & Co. KG;8226096;Weinheim, Stadt;Weinheim;Baden-Wuerttemberg;;Freudenberg Sealing Technologies GmbH & Co. KG;8226096;Weinheim, Stadt;Weinheim;Baden-Wuerttemberg;;Verbundprojekt: Werkstoffliches Recycling von TSE-Gummireststoffen im Feinstkornbereich - Teilvorhaben 2: Wiedereinsatz von Hochleistungskautschuken aus der Dichtungs- und Schwingungstechnik;FC3080;Behandlung von Abfaellen;1061998;31052001;79211;Forschung und Entwicklung zur Daseinsvorsorge;Recycling von Gummi-Feinstmehl
01C5839 /1;BMBF;511;PT-DLR;NM;Informedia GmbH;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Informedia GmbH;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Training Entwurf Anwendungsspezifischer Mikrochips 'TEM 2000';GA9099;Sonstiges (auch Normung) im Rahmen der Informatik;1011998;30062001;1397459;Technologie- und Innovationsfoerderung;
01RV9706/7;BMBF;727;PT-DLR;UF;Leeser Gummiprofile GmbH & Co. KG;5370020;Hueckelhoven, Stadt;Hueckelhoven;Nordrhein-Westfalen;;Leeser Gummiprofile GmbH & Co. KG;5370020;Hueckelhoven, Stadt;Hueckelhoven;Nordrhein-Westfalen;;Verbundprojekt: Werkstoffliches Recycling von TSE-Gummireststoffen im Feinstkornbereich - Teilvorhaben 4: Entwicklung von Einsatzmoeglichkeiten von Feinstmehlen in Moosgummidichtungsprofilen;FC3080;Behandlung von Abfaellen;1081998;31052001;101788;Forschung und Entwicklung zur Daseinsvorsorge;Recycling von Gummi-Feinstmehl
01RV9707/0;BMBF;727;PT-DLR;UF;Cooper Standard GmbH;9776116;Lindau (Bodensee), GKSt;Lindau (Bodensee);Bayern;;Cooper Standard GmbH;9776116;Lindau (Bodensee), GKSt;Lindau (Bodensee);Bayern;;Verbundprojekt: Werkstoffliches Recycling von TSE-Gummireststoffen im Feinstkornbereich - Teilvorhaben 5: Entwicklung von EPDM-Mischungen im Metallverbund, die im UHF-Kanal vulkanisiert werden;FC3080;Behandlung von Abfaellen;1081998;31052001;52419;Forschung und Entwicklung zur Daseinsvorsorge;Recycling von Gummi-Feinstmehl
01RV9708/2;BMBF;727;PT-DLR;UF;ContiTech AG;2000000;Hamburg, Freie und Hansestadt;Hamburg;Hamburg;;ContiTech AG;2000000;Hamburg, Freie und Hansestadt;Hamburg;Hamburg;;Verbundprojekt: Werkstoffliches Recycling von TSE-Gummireststoffen im Feinstkornbereich - Teilvorhaben 6: Entwicklung von Zerkleinerungsverfahren und Einsatzmoeglichkeiten von EPDM-Feinstmehlen aus Kuehlerschlaeuchen;FC3080;Behandlung von Abfaellen;1061998;31052001;87129;Forschung und Entwicklung zur Daseinsvorsorge;Recycling von Gummi-Feinstmehl
01RB9708/0;BMBF;727;PT-DLR;UF;MT Aerospace AG;9761000;Augsburg;Augsburg;Bayern;;MT Aerospace AG;9761000;Augsburg;Augsburg;Bayern;;Verbundprojekt: Systematische Auswahlkriterien fuer die Entwicklung von Verbundwerkstoffen unter Beachtung oekologischer Erfordernisse - Teilvorhaben 4: Umweltauswirkungen;FD8050;Integrierter Umweltschutz in der metallerzeugenden und metallverarbeitenden Industrie;1061998;31052000;53614;Technologie- und Innovationsfoerderung;Verbundwerkstoffe
01M2984D/3;BMBF;512;PT-DLR;ES;M+W Zander Equipment GmbH;16053000;Jena, Stadt;Jena;Thueringen;;M+W Zander Equipment GmbH;16053000;Jena, Stadt;Jena;Thueringen;;Verbundprojekt: Metrology-Plattform (MEDEA T 618) - Teilvorhaben: Minienvirontment-Modul fuer Roentgenfluoreszenz-Analysator;GC2010;Bauelemente und Strukturen fuer den Sub-100 nm Bereich;1071997;31101998;105837;Technologie- und Innovationsfoerderung;Metrology-Plattform (MEDEA T 618)
03C0276A/8;BMBF;523;PT-J;NMT;Max-Planck-Institut fuer Kohlenforschung;5117000;Muelheim an der Ruhr, Stadt;Muelheim an der Ruhr;Nordrhein-Westfalen;;Max-Planck-Institut fuer Kohlenforschung;5117000;Muelheim an der Ruhr, Stadt;Muelheim an der Ruhr;Nordrhein-Westfalen;;Verbundprojekt: Polymere Werkstoffe mit neuen Eigenschaften durch stereospezifische Polymerisation funktionalisierter Monomerer mit homogenen uebergangsmetall-Katalysatoren;KB3010;Neue katalytische Prozessrouten;1061998;31052001;189847;Technologie- und Innovationsfoerderung;Polymere Werkstoffe mit neuen Eigenschaften durch sterospezifische Polymerisation
03C0276B/0;BMBF;523;PT-J;NMT;Rheinisch-Westfaelische Technische Hochschule Aachen;5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Rheinisch-Westfaelische Technische Hochschule Aachen - Institut fuer technische Chemie und Petrochemie;5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Verbundprojekt: Polymere Werkstoffe mit neuen Eigenschaften durch stereospezifische Polymerisation funktionalisierter Monomerer mit homogenen uebergangsmetall-Katalysatoren;KB3010;Neue katalytische Prozessrouten;1061998;31052001;213201;Technologie- und Innovationsfoerderung;Polymere Werkstoffe mit neuen Eigenschaften durch sterospezifische Polymerisation
03N1034B/8;BMBF;523;PT-J;NMT;Unaxis Deutschland GmbH;9671111;Alzenau, St;Alzenau;Bayern;;Unaxis Deutschland GmbH;9671111;Alzenau, St;Alzenau;Bayern;;Verbundprojekt: Kubisches Bornitrid (c-BN) und Kohlenstoffnitrid (CNx) - Beschichtung von Automobilglas und anderen optischen Komponenten;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122000;140101;Technologie- und Innovationsfoerderung;Kubisches Bornitrid und Kohlenstoffnitrid
03N2018A/9;BMBF;523;PT-J;NMT;CEROBEAR GmbH;5334016;Herzogenrath, Stadt;Herzogenrath;Nordrhein-Westfalen;;CEROBEAR GmbH;5334016;Herzogenrath, Stadt;Herzogenrath;Nordrhein-Westfalen;;Verbundprojekt: Entwicklung intelligenter und trockenlaufender Waelzlager aus Keramik;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;576598;Technologie- und Innovationsfoerderung;Intelligente, trockenlaufende Waelzlager aus Keramik
03N2018B/1;BMBF;523;PT-J;NMT;Dr.-Ing. K. Busch GmbH;8336057;Maulburg;Maulburg;Baden-Wuerttemberg;;Dr.-Ing. K. Busch GmbH;8336057;Maulburg;Maulburg;Baden-Wuerttemberg;;Verbundprojekt: Intelligente und schmierstofffreie Waelzlager fuer die Energietechnik;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;372522;Technologie- und Innovationsfoerderung;Intelligente, trockenlaufende Waelzlager aus Keramik
03N2018F/2;BMBF;523;PT-J;NMT;Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Fraunhofer-Institut fuer Werkstoffmechanik (IWM);8311000;Freiburg im Breisgau, Stadt;Freiburg im Breisgau;Baden-Wuerttemberg;;Verbundprojekt: Entwicklung neuer Material- und Oberflaechentechniken fuer reibungsarme und trockenlaufende Keramikwaelzlager zur Realisierung neuartiger Verdichter hoechsten Wirkungsgrades in der Energietechnik;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;718064;Technologie- und Innovationsfoerderung;Intelligente, trockenlaufende Waelzlager aus Keramik
01RV9709/5;BMBF;727;PT-DLR;UF;Saar-Gummiwerk GmbH;10042116;Wadern, Stadt;Wadern;Saarland;;Saar-Gummiwerk GmbH;10042116;Wadern, Stadt;Wadern;Saarland;;Verbundprojekt: Werkstoffliches Recycling von TSE-Gummireststoffen im Feinstkornbereich - Teilvorhaben 7: Entwicklung von Einsatzmoeglichkeiten von EPDM-Feinstmehlen aus dem Bereich Fenster- und Tuerdichtungen in der Bauindustrie;FC3080;Behandlung von Abfaellen;1071998;31052001;73496;Forschung und Entwicklung zur Daseinsvorsorge;Recycling von Gummi-Feinstmehl
01RV9710/1;BMBF;727;PT-DLR;UF;Siefer Maschinenfabrik GmbH & Co. KG;5158032;Velbert, Stadt;Velbert;Nordrhein-Westfalen;;Siefer Maschinenfabrik GmbH & Co. KG;5158032;Velbert, Stadt;Velbert;Nordrhein-Westfalen;;Verbundprojekt: Werkstoffliches Recycling von TSE-Gummireststoffen im Feinstkornbereich - Teilvorhaben 8: Entwicklung einer Feinstzerkleinerungstechnik auf Basis der Kolloidmahltechnik;FC3080;Behandlung von Abfaellen;1081998;30062000;33056;Forschung und Entwicklung zur Daseinsvorsorge;Recycling von Gummi-Feinstmehl
01RP9705/3;BMBF;727;PT-DLR;UF;Technische Universitaet Dresden;14612000;Dresden, Stadt;Dresden;Sachsen;;Technische Universitaet Dresden - Fakultaet Maschinenwesen - Institut fuer Textilmaschinen und Textile Hochleistungswerkstofftechnik;14612000;Dresden, Stadt;Dresden;Sachsen;;Verbundprojekt: Entwicklung oekologischer und wirtschaftlicher Super-Isolationen fuer vielfaeltige Anwendungen - Teilvorhaben 1: Wissenschaftliche Entwicklung oekologischer Super-Isolationen fuer industrielle Anwendungen;FD8030;Integrierter Umweltschutz im Bereich Chemie und Kunststoffe;1011998;30062002;709300;Technologie- und Innovationsfoerderung;Super-Isolation
03N2018C/4;BMBF;523;PT-J;NMT;Leybold GmbH;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Leybold GmbH;5315000;Koeln, Stadt;Koeln;Nordrhein-Westfalen;;Verbundprojekt: Entwicklung neuartiger UHV-Vakuumpumpen mit intelligenten und schmierstofffreien Waelzlagern;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;252399;Technologie- und Innovationsfoerderung;Intelligente, trockenlaufende Waelzlager aus Keramik
03N2018D/7;BMBF;523;PT-J;NMT;Kyocera Fineceramics Precision GmbH;9473159;Roedental, St;Roedental;Bayern;;Kyocera Fineceramics Precision GmbH;9473159;Roedental, St;Roedental;Bayern;;Verbundprojekt: Entwicklung einer neuer Generation von SN-Keramiken fuer intelligente und schmierstofffreie Waelzlager;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;358082;Technologie- und Innovationsfoerderung;Intelligente, trockenlaufende Waelzlager aus Keramik
03N2018E/0;BMBF;523;PT-J;NMT;MAT GmbH Dresden Materials - Application - Technology;14612000;Dresden, Stadt;Dresden;Sachsen;;MAT GmbH Dresden Materials - Application - Technology;14612000;Dresden, Stadt;Dresden;Sachsen;;Verbundprojekt: Entwicklung von intelligenten Oberflaechenstrukturen fuer reibungsarm und schmierstofffrei laufende Waelzlager;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;328551;Technologie- und Innovationsfoerderung;Intelligente, trockenlaufende Waelzlager aus Keramik
01FA9801/7;BMBF;521;PT-DLR;AT;BIS Berliner Institut fuer Sozialforschung GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;BIS Berliner Institut fuer Sozialforschung GmbH;11000000;Berlin, Stadt;Berlin;Berlin;;Innovative Dienstleistungen fuer den Privathaushalt Anforderungsanalyse - Konzeptentwicklung - Umsetzungsstrategien;RB0510;Strategiefonds;1111997;30042000;442615;Technologie- und Innovationsfoerderung;
03N5016F/0;BMBF;523;PT-J;NMT;Technische Universitaet Darmstadt;6411000;Darmstadt, Wissenschaftsstadt;Darmstadt;Hessen;;Technische Universitaet Darmstadt - Fachbereich Maschinenbau - Institut fuer Produktionstechnik und Umformmaschinen (PTU);6411000;Darmstadt, Wissenschaftsstadt;Darmstadt;Hessen;;Verbundprojekt: Verschleissfeste PVD-/CVD-Trockenschmierstoffschichten fuer die umweltschonende und innovative Fertigung - Teilprojekt 4: Boridische und silizidische Schichten;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;228788;Technologie- und Innovationsfoerderung;Trockenschmierstoffschichten
01RK9737/0;BMBF;727;PT-DLR;UF;Universitaet Stuttgart;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Universitaet Stuttgart - Fakultaet Konstruktions-, Produktions- und Fahrzeugtechnik - Institut fuer Arbeitswissenschaft und Technologiemanagement (IAT);8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Verbundprojekt: Industrieller Rueckbau von Elektronik-Altgeraeten in Kreislaeufen (IREAK) - Teilvorhaben 8: Demontageplanung / Demontagesystemplanung und Intranetbasierte-Informationsunterstuetzung;FD8060;Integrierter Umweltschutz in der Elektro-/Elektronikindustrie;1101997;30111999;385701;Technologie- und Innovationsfoerderung;IREAK
03N5014E/5;BMBF;523;PT-J;NMT;Universitaet Kassel;6611000;Kassel, documenta-Stadt;Kassel;Hessen;;Universitaet Kassel - Fachbereich 15 Maschinenbau - Institut fuer Produktionstechnik und Logistik (IPL);6611000;Kassel, documenta-Stadt;Kassel;Hessen;;Verbundprojekt: Verschleissfeste PVD-/CVD-Trockenschmierstoffschichten fuer die umweltschonende und innovative Fertigung - Teilprojekt 2: Oxidische Schichten;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;69470;Technologie- und Innovationsfoerderung;Trockenschmierstoffschichten
03N5015E/6;BMBF;523;PT-J;NMT;Universitaet Kassel;6611000;Kassel, documenta-Stadt;Kassel;Hessen;;Universitaet Kassel - Fachbereich 15 Maschinenbau - Institut fuer Produktionstechnik und Logistik (IPL);6611000;Kassel, documenta-Stadt;Kassel;Hessen;;Verbundprojekt: Verschleissfeste PVD-/CVD-Trockenschmierstoffschichten fuer die umweltschonende und innovative Fertigung - Teilprojekt 3: Kohlenstoffbasierte Schichten;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;88781;Technologie- und Innovationsfoerderung;Trockenschmierstoffschichten
03N5016C/1;BMBF;523;PT-J;NMT;WALTER Aktiengesellschaft;8416041;Tuebingen, Universitaetsstadt;Tuebingen;Baden-Wuerttemberg;;WALTER Aktiengesellschaft;8416041;Tuebingen, Universitaetsstadt;Tuebingen;Baden-Wuerttemberg;;Verbundprojekt: Verschleissfeste PVD/CVD-Trockenschmierstoffschichten fuer die umweltschonende und innovative Fertigung - Teilprojekt 4: Boridische und silizidische Schichten;KB9902;Altvorhaben Werkstoffe fuer Zukunftstechnologien;1011998;31122001;156897;Technologie- und Innovationsfoerderung;Trockenschmierstoffschichten
50TB9700/4;BMWi;IVD5;DLR-RFM;RD-RR;Industrieanlagen- Betriebsgesellschaft mit beschraenkter Haftung;9184136;Ottobrunn;Ottobrunn;Bayern;;Industrieanlagen- Betriebsgesellschaft mit beschraenkter Haftung;9184136;Ottobrunn;Ottobrunn;Bayern;;Aufrechterhaltung der Betriebsbereitschaft von Anlagen zur Durchfuehrung von Tests an Raumfahrtkomponenten bei hohen Temperaturen;IB8070;Anlagen der Industrieanlagen-Betriebsgesellschaft (IABG);1091997;31082000;60715;Technologie- und Innovationsfoerderung;
01FW9929;BMBF;425;PT-DLR;BI;Carl von Ossietzky Universitaet Oldenburg;3403000;Oldenburg (Oldenburg), Stadt;Oldenburg;Niedersachsen;;Carl von Ossietzky Universitaet Oldenburg - Fakultaet I - Bildungs- und Sozialwissenschaften - Institut fuer Paedagogik;3403000;Oldenburg (Oldenburg), Stadt;Oldenburg;Niedersachsen;;Wissenschaftliche Begleituntersuchung zum Schulversuch 'Soziale Integration in einer jungen- und maedchengerechten Grundschule';OB5200;Innovative Entwicklungsprogramme;1101997;30092000;83818;Forschung und Entwicklung zur Daseinsvorsorge;
21LT597I/7;BMBF;314;BIBB;AB 4.3;Hamburger Ausbildungszentrum (HAZ) e.V.;2000000;Hamburg, Freie und Hansestadt;Hamburg;Hamburg;;Hamburger Ausbildungszentrum (HAZ) e.V.;2000000;Hamburg, Freie und Hansestadt;Hamburg;Hamburg;;Modernisierung der Heizungsanlage und Dachsanierung des HAZI e. V.;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;1011996;31121997;28965;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
21LB261 /3;BMBF;314;BIBB;AB 4.3;Berufsfoerderungswerk e.V. des Bauindustrieverbandes Berlin-Brandenburg e.V.;12054000;Potsdam, Stadt;Potsdam;Brandenburg;;Berufsfoerderungswerk e.V. des Bauindustrieverbandes Berlin-Brandenburg e.V. - ueberbetriebliches Ausbildungszentrum Friesack;12063088;Friesack, Stadt;Friesack;Brandenburg;;ueberbetriebliches Ausbildungszentrum Friesack - Ergaenzungsausstattung;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;15091997;28021998;69945;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
G540800 /4;BMBF;225;BF;;Europaeische Umweltakademie Borken-Bocholt e.V.;5554008;Bocholt, Stadt;Bocholt;Nordrhein-Westfalen;;Europaeische Umweltakademie Borken-Bocholt e.V.;5554008;Bocholt, Stadt;Bocholt;Nordrhein-Westfalen;;Umweltmanagement in kleinen und mittleren Betrieben der Republik Polen, vor allem der polnisch-deutschen Grenzregionen (Euroregionen);RE8050;Wissenschaftliche Zusammenarbeit mit anderen Staaten (soweit nicht in anderen Bereichen);1091997;31121997;25871;Technologie- und Innovationsfoerderung;
21LT635I/3;BMBF;314;BIBB;AB 4.3;Innung des Bauhandwerks Vogelsbergkreis;6535011;Lauterbach (Hessen), Kreisstadt;Lauterbach (Hessen);Hessen;;Innung des Bauhandwerks Vogelsbergkreis;6535011;Lauterbach (Hessen), Kreisstadt;Lauterbach (Hessen);Hessen;;Modernisierung des Lehrbauhofs Lauterbach - Mehrkosten;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;1011997;31121998;66468;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
